filename,label,label_idx
0000_audio_user_1274_211479.97_211679.97_eː.wav,eː,0
0000_audio_user_6566_72969.97_73129.97_æːɪ.wav,æːɪ,1
0000_audio_user_2019_603979.97_604129.97_eː.wav,eː,0
0000_audio_user_6370_159199.97_159349.97_eː.wav,eː,0
0000_audio_user_5929_709.97_889.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5820_72339.97_72459.97_eː.wav,eː,0
0000_audio_user_2408_103349.97_103449.97_eː.wav,eː,0
0000_audio_user_3954_27209.97_27319.97_eː.wav,eː,0
0000_audio_user_3954_74219.97_74449.97_eː.wav,eː,0
0000_audio_user_509_317839.97_317969.97_eː.wav,eː,0
0000_audio_user_5727_69539.97_69679.97_eː.wav,eː,0
0000_audio_user_4882_1809.97_1909.97_eː.wav,eː,0
0000_audio_user_4572_2549.97_2699.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_509_209089.97_209229.97_æːɪ.wav,æːɪ,1
0000_audio_user_3237_124579.97_124709.97_eː.wav,eː,0
0000_audio_user_6970_116249.97_116359.97_æːɪ.wav,æːɪ,1
0000_audio_user_3954_54109.97_54239.97_æːɪ.wav,æːɪ,1
0000_audio_user_1309_287369.97_287469.97_eː.wav,eː,0
0000_audio_user_6566_172854.97_173064.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_477_45919.97_46109.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1309_200029.97_200139.97_eː.wav,eː,0
0000_audio_user_5844_284979.97_285139.97_eː.wav,eː,0
0000_audio_user_243_53639.97_53739.97_eː.wav,eː,0
0000_audio_user_6291_484889.97_485009.97_æːɪ.wav,æːɪ,1
0000_audio_user_1782_11179.97_11409.97_eː.wav,eː,0
0000_audio_user_3271_36329.97_36489.97_eː.wav,eː,0
0000_audio_user_7211_126419.97_126609.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5176_183449.97_183559.97_eː.wav,eː,0
0000_audio_user_4971_84099.97_84279.97_eː.wav,eː,0
0000_audio_user_2339_72649.97_72779.97_eː.wav,eː,0
0000_audio_user_6394_128919.91_129109.97_æːɪ.wav,æːɪ,1
0000_audio_user_2019_60059.97_60179.97_eː.wav,eː,0
0000_audio_user_2166_152579.97_152699.97_eː.wav,eː,0
0000_audio_user_2058_160389.97_160519.97_eː.wav,eː,0
0000_audio_user_2811_169059.97_169179.97_eː.wav,eː,0
0000_audio_user_1782_185969.97_186129.97_eː.wav,eː,0
0000_audio_user_4310_238479.97_238619.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_7121_872129.97_872239.97_eː.wav,eː,0
0000_audio_user_4310_197099.97_197239.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_4375_360979.97_361279.97_eː.wav,eː,0
0000_audio_user_6233_282444.97_282544.97_eː.wav,eː,0
0000_audio_user_2339_162009.97_162179.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_7121_771659.97_771899.97_eː.wav,eː,0
0000_audio_user_24_103629.97_103759.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1362_44009.97_44219.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_6319_168069.97_168219.97_eː.wav,eː,0
0000_audio_user_6233_465024.97_465144.97_eː.wav,eː,0
0000_audio_user_3954_164609.97_164739.97_æːɪ.wav,æːɪ,1
0000_audio_user_7121_446489.97_446609.97_æːɪ.wav,æːɪ,1
0000_audio_user_2505_162459.97_162609.97_eː.wav,eː,0
0000_audio_user_5929_222519.97_222629.97_eː.wav,eː,0
0000_audio_user_6233_96224.97_96334.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_520_148289.97_148399.97_eː.wav,eː,0
0000_audio_user_909_55949.97_56069.97_eː.wav,eː,0
0000_audio_user_6394_11679.97_11879.97_æːɪ.wav,æːɪ,1
0000_audio_user_2969_35489.97_35599.97_eː.wav,eː,0
0000_audio_user_832_190129.97_190289.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_7211_190009.97_190129.97_eː.wav,eː,0
0000_audio_user_7232_65659.97_65769.97_eː.wav,eː,0
0000_audio_user_4310_301829.97_301989.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5839_276659.97_276779.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1699_109879.97_110039.97_eː.wav,eː,0
0000_audio_user_5281_306249.97_306489.97_eː.wav,eː,0
0000_audio_user_648_63939.97_64059.97_eː.wav,eː,0
0000_audio_user_3271_299.97_409.97_æːɪ.wav,æːɪ,1
0000_audio_user_2019_773389.97_773489.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_2019_368259.97_368369.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_6233_549944.97_550054.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_4389_271899.97_272019.97_æːɪ.wav,æːɪ,1
0000_audio_user_2335_50069.97_50169.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_3024_142489.97_142639.97_æːɪ.wav,æːɪ,1
0000_audio_user_1954_22369.97_22509.97_eː.wav,eː,0
0000_audio_user_943_121809.97_121909.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1061_42279.97_42399.97_eː.wav,eː,0
0000_audio_user_4515_19889.97_20069.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_596_94719.97_94909.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1362_73279.97_73389.97_eː.wav,eː,0
0000_audio_user_2559_269.97_419.97_æːɪ.wav,æːɪ,1
0000_audio_user_1462_66049.97_66149.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_6233_662074.97_662184.97_eː.wav,eː,0
0000_audio_user_18_77029.97_77149.97_æːɪ.wav,æːɪ,1
0000_audio_user_909_19909.97_20099.97_eː.wav,eː,0
0000_audio_user_4345_209.97_329.97_æːɪ.wav,æːɪ,1
0000_audio_user_3410_184769.97_184879.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1312_154569.97_154689.97_æːɪ.wav,æːɪ,1
0000_audio_user_916_27139.97_27239.97_eː.wav,eː,0
0000_audio_user_5224_257309.97_257559.97_æːɪ.wav,æːɪ,1
0000_audio_user_5839_320139.97_320279.97_eː.wav,eː,0
0000_audio_user_4515_38489.97_38649.97_eː.wav,eː,0
0000_audio_user_7121_300699.97_300809.97_eː.wav,eː,0
0000_audio_user_6477_155459.97_155629.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_2536_122119.97_122289.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5839_302259.97_302359.97_eː.wav,eː,0
0000_audio_user_1739_28519.97_28749.97_æːɪ.wav,æːɪ,1
0000_audio_user_1057_64649.97_64789.97_æːɪ.wav,æːɪ,1
0000_audio_user_3626_85279.97_85389.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_4913_249629.97_249809.97_eː.wav,eː,0
0000_audio_user_2336_22349.97_22519.97_eː.wav,eː,0
0000_audio_user_1312_104799.97_104949.97_eː.wav,eː,0
0000_audio_user_811_129639.91_129789.91_eː.wav,eː,0
0000_audio_user_943_113389.97_113549.97_eː.wav,eː,0
0000_audio_user_6566_524709.97_524819.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_4913_257219.97_257409.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_4572_159559.97_159739.97_æːɪ.wav,æːɪ,1
0000_audio_user_1953_42829.97_42929.97_eː.wav,eː,0
0000_audio_user_5496_214339.97_214509.97_eː.wav,eː,0
0000_audio_user_5844_304779.97_304919.97_eː.wav,eː,0
0000_audio_user_5361_240899.97_240999.97_eː.wav,eː,0
0000_audio_user_2162_8689.97_8809.97_æːɪ.wav,æːɪ,1
0000_audio_user_2019_766439.97_766619.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_478_101769.97_101889.97_æːɪ.wav,æːɪ,1
0000_audio_user_1031_138989.97_139189.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_6566_755424.97_755614.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5839_50179.97_50289.97_eː.wav,eː,0
0000_audio_user_2557_52339.97_52509.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5839_176939.97_177119.97_eː.wav,eː,0
0000_audio_user_4455_62839.97_62959.97_æːɪ.wav,æːɪ,1
0000_audio_user_832_67074.97_67249.97_eː.wav,eː,0
0000_audio_user_3419_130509.91_130609.97_eː.wav,eː,0
0000_audio_user_5176_38459.97_38589.97_eː.wav,eː,0
0000_audio_user_4188_253269.97_253379.97_eː.wav,eː,0
0000_audio_user_3499_43739.97_43869.97_eː.wav,eː,0
0000_audio_user_1597_126869.97_126969.97_eː.wav,eː,0
0000_audio_user_5727_31549.97_31679.97_eː.wav,eː,0
0000_audio_user_2572_151769.97_151869.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1384_73319.97_73449.99_eː.wav,eː,0
0000_audio_user_943_11699.97_11939.97_æːɪ.wav,æːɪ,1
0000_audio_user_4188_299699.97_299809.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_4142_120979.97_121109.97_æːɪ.wav,æːɪ,1
0000_audio_user_4375_56839.97_56949.97_eː.wav,eː,0
0000_audio_user_1699_56459.97_56689.97_eː.wav,eː,0
0000_audio_user_1757_105709.97_105849.97_eː.wav,eː,0
0000_audio_user_478_59859.97_59979.97_eː.wav,eː,0
0000_audio_user_2058_17459.97_17599.97_eː.wav,eː,0
0000_audio_user_6319_86449.97_86679.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1782_54969.97_55119.97_eː.wav,eː,0
0000_audio_user_1384_105669.99_105779.99_eː.wav,eː,0
0000_audio_user_6291_341744.97_341874.97_æːɪ.wav,æːɪ,1
0000_audio_user_6370_161519.97_161669.97_eː.wav,eː,0
0000_audio_user_5390_580179.97_580309.97_eː.wav,eː,0
0000_audio_user_20_60549.97_60689.97_eː.wav,eː,0
0000_audio_user_5176_456589.97_456739.97_æːɪ.wav,æːɪ,1
0000_audio_user_6477_31739.97_31889.97_eː.wav,eː,0
0000_audio_user_6566_886264.97_886374.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_6566_633969.97_634149.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5839_333369.97_333659.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1274_63939.97_64039.97_eː.wav,eː,0
0000_audio_user_2811_72499.97_72659.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_319_5399.97_5529.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_2408_78339.97_78469.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_2224_161439.97_161559.97_eː.wav,eː,0
0000_audio_user_4310_172479.97_172629.97_eː.wav,eː,0
0000_audio_user_1309_163879.97_163989.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5224_250409.97_250679.97_eː.wav,eː,0
0000_audio_user_5820_122559.97_122739.97_æːɪ.wav,æːɪ,1
0000_audio_user_5929_204339.97_204489.97_æːɪ.wav,æːɪ,1
0000_audio_user_3954_1069.97_1179.97_eː.wav,eː,0
0000_audio_user_3419_178069.97_178219.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_943_74429.97_74559.97_æːɪ.wav,æːɪ,1
0000_audio_user_4310_85049.97_85159.97_eː.wav,eː,0
0000_audio_user_5281_292189.97_292349.97_eː.wav,eː,0
0000_audio_user_4913_195699.97_195809.97_eː.wav,eː,0
0000_audio_user_6540_154079.97_154209.97_eː.wav,eː,0
0000_audio_user_5176_370219.97_370319.97_æːɪ.wav,æːɪ,1
0000_audio_user_2411_13529.97_13689.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_6291_298539.97_298679.97_eː.wav,eː,0
0000_audio_user_5528_51279.97_51469.97_eː.wav,eː,0
0000_audio_user_1031_427209.97_427309.97_eː.wav,eː,0
0000_audio_user_6970_53749.97_53909.97_eː.wav,eː,0
0000_audio_user_648_81299.97_81409.97_æːɪ.wav,æːɪ,1
0000_audio_user_6233_599149.97_599339.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_6566_276269.97_276379.97_eː.wav,eː,0
0000_audio_user_1061_84369.97_84529.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_6233_361229.97_361419.97_eː.wav,eː,0
0000_audio_user_4188_356199.97_356379.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_6099_93559.97_93679.97_eː.wav,eː,0
0000_audio_user_2670_157909.97_158029.97_æːɪ.wav,æːɪ,1
0000_audio_user_6233_907829.97_908009.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5281_300899.97_301009.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_6540_30819.97_30929.97_eː.wav,eː,0
0000_audio_user_4455_150809.97_150949.97_æːɪ.wav,æːɪ,1
0000_audio_user_5528_120989.97_121089.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_6566_831904.97_832074.97_eː.wav,eː,0
0000_audio_user_3419_66209.97_66319.97_eː.wav,eː,0
0000_audio_user_5476_75759.97_75859.97_eː.wav,eː,0
0000_audio_user_2019_353119.97_353219.97_eː.wav,eː,0
0000_audio_user_6067_21299.97_21509.97_eː.wav,eː,0
0000_audio_user_332_49899.97_50019.97_eː.wav,eː,0
0000_audio_user_5932_170919.97_171089.97_æːɪ.wav,æːɪ,1
0000_audio_user_3206_7539.97_7669.97_æːɪ.wav,æːɪ,1
0000_audio_user_5839_535029.97_535179.97_æːɪ.wav,æːɪ,1
0000_audio_user_2557_82409.97_82539.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_6233_712144.97_712424.97_eː.wav,eː,0
0000_audio_user_7121_668089.97_668219.97_eː.wav,eː,0
0000_audio_user_183_54499.97_54679.97_eː.wav,eː,0
0000_audio_user_4191_202579.97_202729.97_æːɪ.wav,æːɪ,1
0000_audio_user_2363_135219.97_135339.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_2168_147989.97_148169.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_26_22719.97_22879.97_eː.wav,eː,0
0000_audio_user_3954_202399.97_202529.97_eː.wav,eː,0
0000_audio_user_615_47919.97_48129.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1801_125499.97_125649.97_eː.wav,eː,0
0000_audio_user_2391_48679.97_48779.97_eː.wav,eː,0
0000_audio_user_1453_49249.97_49369.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1057_301229.97_301339.97_eː.wav,eː,0
0000_audio_user_2019_186484.97_186594.97_eː.wav,eː,0
0000_audio_user_1782_116459.97_116579.97_eː.wav,eː,0
0000_audio_user_478_6249.97_6439.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1057_167799.97_167949.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5986_27649.97_27829.97_eː.wav,eː,0
0000_audio_user_2224_93399.97_93599.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_4188_154299.97_154459.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1180_21069.97_21249.97_eː.wav,eː,0
0000_audio_user_4455_321599.97_321699.97_eː.wav,eː,0
0000_audio_user_183_324599.97_324789.97_eː.wav,eː,0
0000_audio_user_4572_221449.97_221699.97_eː.wav,eː,0
0000_audio_user_3410_1889.97_2029.91_eː.wav,eː,0
0000_audio_user_6291_751334.97_751504.97_æːɪ.wav,æːɪ,1
0000_audio_user_3237_60129.97_60279.97_eː.wav,eː,0
0000_audio_user_895_18909.97_19119.97_eː.wav,eː,0
0000_audio_user_5358_210539.97_210689.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_210_106829.97_106929.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_3954_58929.97_59039.97_eː.wav,eː,0
0000_audio_user_6319_44149.97_44309.97_eː.wav,eː,0
0000_audio_user_1309_106789.97_106909.97_eː.wav,eː,0
0000_audio_user_2505_178889.97_178999.97_eː.wav,eː,0
0000_audio_user_1061_209739.97_209899.97_eː.wav,eː,0
0000_audio_user_1953_98289.97_98389.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_2019_108959.97_109109.97_æːɪ.wav,æːɪ,1
0000_audio_user_2484_45669.97_45779.97_eː.wav,eː,0
0000_audio_user_509_269589.97_269689.97_æːɪ.wav,æːɪ,1
0000_audio_user_1384_82129.99_82289.99_ɑɪ.wav,ɑɪ,2
0000_audio_user_6566_933624.97_933734.97_eː.wav,eː,0
0000_audio_user_7211_54239.97_54379.97_eː.wav,eː,0
0000_audio_user_4375_314339.97_314509.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_2807_394309.97_394439.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_2903_204079.97_204279.97_eː.wav,eː,0
0000_audio_user_3499_117279.97_117419.97_eː.wav,eː,0
0000_audio_user_2336_105419.97_105559.97_eː.wav,eː,0
0000_audio_user_2168_11009.97_11189.97_æːɪ.wav,æːɪ,1
0000_audio_user_7257_60459.97_60579.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1699_53569.97_53689.97_æːɪ.wav,æːɪ,1
0000_audio_user_3419_215639.97_215859.97_æːɪ.wav,æːɪ,1
0000_audio_user_3125_131149.97_131249.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5987_66469.97_66569.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5929_296729.97_296899.97_æːɪ.wav,æːɪ,1
0000_audio_user_943_238459.97_238579.97_æːɪ.wav,æːɪ,1
0000_audio_user_5361_77389.97_77529.97_æːɪ.wav,æːɪ,1
0000_audio_user_2903_34489.97_34629.97_eː.wav,eː,0
0000_audio_user_3954_33139.97_33329.97_eː.wav,eː,0
0000_audio_user_5176_228679.97_228829.97_eː.wav,eː,0
0000_audio_user_5390_234639.97_234799.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_7121_466879.97_467079.97_eː.wav,eː,0
0000_audio_user_4246_49469.97_49649.97_eː.wav,eː,0
0000_audio_user_4345_187979.97_188179.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_6540_11539.97_11649.97_eː.wav,eː,0
0000_audio_user_6363_167459.97_167569.97_eː.wav,eː,0
0000_audio_user_4188_15064.97_15179.97_eː.wav,eː,0
0000_audio_user_5820_136519.97_136719.97_eː.wav,eː,0
0000_audio_user_1528_72949.97_73159.97_eː.wav,eː,0
0000_audio_user_648_133229.97_133349.97_eː.wav,eː,0
0000_audio_user_2926_21259.97_21449.97_æːɪ.wav,æːɪ,1
0000_audio_user_3537_161669.97_161819.97_eː.wav,eː,0
0000_audio_user_696_53009.97_53119.97_æːɪ.wav,æːɪ,1
0000_audio_user_648_133529.97_133629.97_eː.wav,eː,0
0000_audio_user_5771_83589.97_83759.97_eː.wav,eː,0
0000_audio_user_5281_405849.97_405949.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5844_482129.97_482269.97_æːɪ.wav,æːɪ,1
0000_audio_user_2536_24549.97_24749.97_eː.wav,eː,0
0000_audio_user_6291_180929.97_181079.97_eː.wav,eː,0
0000_audio_user_615_22929.97_23099.97_eː.wav,eː,0
0000_audio_user_5361_176509.97_176649.97_æːɪ.wav,æːɪ,1
0000_audio_user_895_7009.97_7119.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_3286_65759.97_65889.97_eː.wav,eː,0
0000_audio_user_509_275599.97_275699.97_eː.wav,eː,0
0000_audio_user_2903_207469.97_207579.97_eː.wav,eː,0
0000_audio_user_532_256819.97_256949.97_eː.wav,eː,0
0000_audio_user_909_10929.97_11179.97_æːɪ.wav,æːɪ,1
0000_audio_user_4882_140359.97_140569.97_eː.wav,eː,0
0000_audio_user_6233_411069.97_411189.97_eː.wav,eː,0
0000_audio_user_6728_11159.97_11259.97_æːɪ.wav,æːɪ,1
0000_audio_user_4515_337009.97_337119.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1031_220309.97_220499.97_eː.wav,eː,0
0000_audio_user_1953_85299.97_85439.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_2339_95939.97_96069.97_eː.wav,eː,0
0000_audio_user_5361_217179.97_217329.97_eː.wav,eː,0
0000_audio_user_2168_221159.97_221279.97_æːɪ.wav,æːɪ,1
0000_audio_user_1757_173909.97_174059.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_6067_160519.97_160669.97_eː.wav,eː,0
0000_audio_user_4142_140349.97_140479.97_eː.wav,eː,0
0000_audio_user_6233_1062149.97_1062339.97_æːɪ.wav,æːɪ,1
0000_audio_user_319_135349.97_135599.97_æːɪ.wav,æːɪ,1
0000_audio_user_7211_64219.97_64449.97_eː.wav,eː,0
0000_audio_user_532_169109.97_169239.97_eː.wav,eː,0
0000_audio_user_6233_255539.97_255749.97_eː.wav,eː,0
0000_audio_user_4572_130849.97_130979.91_ɑɪ.wav,ɑɪ,2
0000_audio_user_6099_102429.97_102529.97_æːɪ.wav,æːɪ,1
0000_audio_user_6198_225819.97_225929.97_eː.wav,eː,0
0000_audio_user_2903_2019.97_2119.97_eː.wav,eː,0
0000_audio_user_2903_58269.97_58379.97_æːɪ.wav,æːɪ,1
0000_audio_user_1384_139159.99_139369.99_ɑɪ.wav,ɑɪ,2
0000_audio_user_5390_240109.97_240209.97_æːɪ.wav,æːɪ,1
0000_audio_user_6477_220824.97_220939.97_eː.wav,eː,0
0000_audio_user_5476_24439.97_24539.97_æːɪ.wav,æːɪ,1
0000_audio_user_6233_191099.97_191199.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_2536_61869.97_61969.97_eː.wav,eː,0
0000_audio_user_5176_169549.97_169689.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_4246_8459.97_8569.97_eː.wav,eː,0
0000_audio_user_2254_178264.97_178439.97_eː.wav,eː,0
0000_audio_user_4345_187599.97_187739.97_eː.wav,eː,0
0000_audio_user_3419_6389.97_6609.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1340_101659.97_101789.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_2268_67799.97_67899.97_æːɪ.wav,æːɪ,1
0000_audio_user_5839_430959.97_431099.97_eː.wav,eː,0
0000_audio_user_5358_249599.97_249699.97_eː.wav,eː,0
0000_audio_user_6181_32069.97_32239.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5281_372439.97_372619.97_æːɪ.wav,æːɪ,1
0000_audio_user_183_513389.97_513589.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5929_284579.97_284769.97_æːɪ.wav,æːɪ,1
0000_audio_user_1782_24229.97_24509.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5361_255729.97_255949.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_596_65319.91_65419.97_eː.wav,eː,0
0000_audio_user_6477_10849.97_11069.97_æːɪ.wav,æːɪ,1
0000_audio_user_596_27869.97_28039.97_æːɪ.wav,æːɪ,1
0000_audio_user_5476_195219.97_195509.97_eː.wav,eː,0
0000_audio_user_5228_30829.97_30969.97_æːɪ.wav,æːɪ,1
0000_audio_user_4345_214019.97_214229.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_5496_138009.97_138279.97_æːɪ.wav,æːɪ,1
0000_audio_user_909_161389.97_161599.97_æːɪ.wav,æːɪ,1
0000_audio_user_5839_25999.97_26129.97_eː.wav,eː,0
0000_audio_user_3006_294889.97_295119.97_eː.wav,eː,0
0000_audio_user_6233_327589.97_327799.97_æːɪ.wav,æːɪ,1
0000_audio_user_532_73439.97_73569.97_æːɪ.wav,æːɪ,1
0000_audio_user_1954_4789.97_4959.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_1031_298499.97_298689.97_eː.wav,eː,0
0000_audio_user_6970_112819.97_113009.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_2339_100609.97_100749.97_eː.wav,eː,0
0000_audio_user_909_169439.97_169579.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_210_149449.97_149629.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_4515_177309.97_177439.97_eː.wav,eː,0
0000_audio_user_478_84429.97_84559.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_6319_123579.97_123709.97_eː.wav,eː,0
0000_audio_user_6970_164809.97_164909.97_eː.wav,eː,0
0000_audio_user_5839_100939.97_101059.97_eː.wav,eː,0
0000_audio_user_5390_283629.97_283759.97_eː.wav,eː,0
0000_audio_user_1309_210659.97_210779.97_æːɪ.wav,æːɪ,1
0000_audio_user_832_92729.97_92849.97_eː.wav,eː,0
0000_audio_user_5390_222299.97_222439.97_eː.wav,eː,0
0000_audio_user_4515_217379.97_217499.97_eː.wav,eː,0
0000_audio_user_2811_164329.97_164479.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_615_163229.97_163369.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_3271_69869.97_70029.97_eː.wav,eː,0
0000_audio_user_2505_153679.97_153789.97_eː.wav,eː,0
0000_audio_user_6233_728234.97_728344.97_eː.wav,eː,0
0000_audio_user_4310_9709.97_9899.97_æːɪ.wav,æːɪ,1
0000_audio_user_1057_190439.97_190549.97_ɑɪ.wav,ɑɪ,2
0000_audio_user_2335_17319.97_17419.97_eː.wav,eː,0
0000_audio_user_509_438899.97_439099.97_eː.wav,eː,0
0000_audio_user_5224_228089.97_228219.97_eː.wav,eː,0
